,Words,Unista,JYGA,MG_Tech,Sidel,Total
3877,litre,0.0,0.0,0.0,42.0,42.0
3878,ample,0.0,0.0,0.0,15.0,15.0
3879,innovantsidel,0.0,0.0,0.0,1.0,1.0
3880,panneal,0.0,0.0,0.0,4.0,4.0
3881,absorber,0.0,0.0,0.0,2.0,2.0
3882,heat,0.0,0.0,0.0,3.0,3.0
3883,set,0.0,0.0,0.0,2.0,2.0
3884,alléger,0.0,0.0,0.0,19.0,19.0
3885,àla,0.0,0.0,0.0,1.0,1.0
3886,électricité,0.0,0.0,0.0,8.0,8.0
3887,huile,0.0,0.0,0.0,23.0,23.0
3888,chauffer,0.0,0.0,0.0,3.0,3.0
3889,matri,0.0,0.0,0.0,9.0,9.0
3890,ehr,0.0,0.0,0.0,11.0,11.0
3891,homogénéité,0.0,0.0,0.0,7.0,7.0
3892,ehravantagesdécouvrez,0.0,0.0,0.0,1.0,1.0
3893,remplisseuse,0.0,0.0,0.0,13.0,13.0
3894,matrix,0.0,0.0,0.0,24.0,24.0
3895,sf,0.0,0.0,0.0,41.0,41.0
3896,vann,0.0,0.0,0.0,29.0,29.0
3897,optimi,0.0,0.0,0.0,10.0,10.0
3898,chaudavantagesl,0.0,0.0,0.0,1.0,1.0
3899,fill,0.0,0.0,0.0,12.0,12.0
3900,hygièneefficacité,0.0,0.0,0.0,1.0,1.0
3901,économiescontrôler,0.0,0.0,0.0,1.0,1.0
3902,garantissez,0.0,0.0,0.0,1.0,1.0
3903,boucher,0.0,0.0,0.0,2.0,2.0
3904,chaude,0.0,0.0,0.0,7.0,7.0
3905,bouché,0.0,0.0,0.0,1.0,1.0
3906,mort,0.0,0.0,0.0,1.0,1.0
3907,angl,0.0,0.0,0.0,1.0,1.0
3908,stérilisateur,0.0,0.0,0.0,1.0,1.0
3909,basculementavantagesassurez,0.0,0.0,0.0,1.0,1.0
3910,refroidir,0.0,0.0,0.0,2.0,2.0
3911,efficacement,0.0,0.0,0.0,7.0,7.0
3912,ambier,0.0,0.0,0.0,2.0,2.0
3913,pulvérisation,0.0,0.0,0.0,3.0,3.0
3914,uniforme,0.0,0.0,0.0,1.0,1.0
3915,organoleptique,0.0,0.0,0.0,2.0,2.0
3916,avantagesdifférenciez,0.0,0.0,0.0,1.0,1.0
3917,concurrence,0.0,0.0,0.0,11.0,11.0
3918,bobin,0.0,0.0,0.0,4.0,4.0
3919,avantagesbénéficer,0.0,0.0,0.0,1.0,1.0
3920,digne,0.0,0.0,0.0,1.0,1.0
3921,maintenez,0.0,0.0,0.0,1.0,1.0
3922,performancesadapter,0.0,0.0,0.0,1.0,1.0
3923,demandestoujour,0.0,0.0,0.0,1.0,1.0
3924,huil,0.0,0.0,0.0,11.0,11.0
3925,concrétisation,0.0,0.0,0.0,2.0,2.0
3926,besoinsl,0.0,0.0,0.0,1.0,1.0
3927,catégorie,0.0,0.0,0.0,19.0,19.0
3928,concurrentiel,0.0,0.0,0.0,7.0,7.0
3929,différenciation,0.0,0.0,0.0,16.0,16.0
3930,segment,0.0,0.0,0.0,23.0,23.0
3931,cohérence,0.0,0.0,0.0,1.0,1.0
3932,roiligne,0.0,0.0,0.0,1.0,1.0
3933,bière,0.0,0.0,0.0,17.0,17.0
3934,restriction,0.0,0.0,0.0,4.0,4.0
3935,défi,0.0,0.0,0.0,27.0,27.0
3936,offriront,0.0,0.0,0.0,2.0,2.0
3937,unicité,0.0,0.0,0.0,1.0,1.0
3938,bièr,0.0,0.0,0.0,20.0,20.0
3939,holistique,0.0,0.0,0.0,2.0,2.0
3940,contribue,0.0,0.0,0.0,6.0,6.0
3941,performanc,0.0,0.0,0.0,1.0,1.0
3942,concrétis,0.0,0.0,0.0,1.0,1.0
3943,mesur,0.0,0.0,0.0,3.0,3.0
3944,véritablement,0.0,0.0,0.0,3.0,3.0
3945,parvenir,0.0,0.0,0.0,6.0,6.0
3946,révolutionnairer,0.0,0.0,0.0,1.0,1.0
3947,ingéniosité,0.0,0.0,0.0,2.0,2.0
3948,spiritueux,0.0,0.0,0.0,8.0,8.0
3949,passionpour,0.0,0.0,0.0,1.0,1.0
3950,essor,0.0,0.0,0.0,16.0,16.0
3951,millenial,0.0,0.0,0.0,1.0,1.0
3952,quête,0.0,0.0,0.0,1.0,1.0
3953,âgé,0.0,0.0,0.0,1.0,1.0
3954,appuyez,0.0,0.0,0.0,2.0,2.0
3955,croissant,0.0,0.0,0.0,1.0,1.0
3956,passion,0.0,0.0,0.0,3.0,3.0
3957,missionvo,0.0,0.0,0.0,1.0,1.0
3958,actif,0.0,0.0,0.0,10.0,10.0
3959,attacher,0.0,0.0,0.0,1.0,1.0
3960,pérenniser,0.0,0.0,0.0,2.0,2.0
3961,perfectionner,0.0,0.0,0.0,7.0,7.0
3962,forgé,0.0,0.0,0.0,1.0,1.0
3963,rentable,0.0,0.0,0.0,4.0,4.0
3964,confion,0.0,0.0,0.0,2.0,2.0
3965,modalité,0.0,0.0,0.0,3.0,3.0
3966,techniqueexécution,0.0,0.0,0.0,1.0,1.0
3967,projetc,0.0,0.0,0.0,1.0,1.0
3968,conteur,0.0,0.0,0.0,2.0,2.0
3969,scène,0.0,0.0,0.0,1.0,1.0
3970,concepteurs,0.0,0.0,0.0,2.0,2.0
3971,marqueidentité,0.0,0.0,0.0,1.0,1.0
3972,marqueconception,0.0,0.0,0.0,1.0,1.0
3973,emballagevotr,0.0,0.0,0.0,1.0,1.0
3974,approfondi,0.0,0.0,0.0,4.0,4.0
3975,facteur,0.0,0.0,0.0,12.0,12.0
3976,usinesystème,0.0,0.0,0.0,1.0,1.0
3977,automatisationprocess,0.0,0.0,0.0,1.0,1.0
3978,utilitésconception,0.0,0.0,0.0,1.0,1.0
3979,emballagedepuis,0.0,0.0,0.0,1.0,1.0
3980,développon,0.0,0.0,0.0,3.0,3.0
3981,régulation,0.0,0.0,0.0,6.0,6.0
3982,convoyagemanutention,0.0,0.0,0.0,1.0,1.0
3983,suremballagesle,0.0,0.0,0.0,1.0,1.0
3984,offrent,0.0,0.0,0.0,9.0,9.0
3985,palettisationintralogistiquedans,0.0,0.0,0.0,1.0,1.0
3986,efficiency,0.0,0.0,0.0,5.0,5.0
3987,improvement,0.0,0.0,0.0,7.0,7.0
3988,exploitable,0.0,0.0,0.0,1.0,1.0
3989,eit,0.0,0.0,0.0,11.0,11.0
3990,maximiser,0.0,0.0,0.0,15.0,15.0
3991,acquisition,0.0,0.0,0.0,5.0,5.0
3992,sidelsoufflage,0.0,0.0,0.0,1.0,1.0
3993,baiss,0.0,0.0,0.0,4.0,4.0
3994,décennie,0.0,0.0,0.0,4.0,4.0
3995,transparent,0.0,0.0,0.0,4.0,4.0
3996,allègement,0.0,0.0,0.0,12.0,12.0
3997,précédent,0.0,0.0,0.0,6.0,6.0
3998,délicatement,0.0,0.0,0.0,1.0,1.0
3999,sidelcombinaison,0.0,0.0,0.0,5.0,5.0
4000,alternative,0.0,0.0,0.0,1.0,1.0
4001,ajoute,0.0,0.0,0.0,10.0,10.0
4002,baisser,0.0,0.0,0.0,5.0,5.0
4003,sidelétiquetage,0.0,0.0,0.0,1.0,1.0
4004,monde,0.0,0.0,0.0,26.0,26.0
4005,cler,0.0,0.0,0.0,4.0,4.0
4006,réglementaire,0.0,0.0,0.0,2.0,2.0
4007,sidelsuper,0.0,0.0,0.0,3.0,3.0
4008,boisser,0.0,0.0,0.0,6.0,6.0
4009,priser,0.0,0.0,0.0,4.0,4.0
4010,sideltraitement,0.0,0.0,0.0,1.0,1.0
4011,nettoyag,0.0,0.0,0.0,4.0,4.0
4012,conteneur,0.0,0.0,0.0,1.0,1.0
4013,strict,0.0,0.0,0.0,14.0,14.0
4014,rentabilité,0.0,0.0,0.0,4.0,4.0
4015,casier,0.0,0.0,0.0,16.0,16.0
4016,laveuse,0.0,0.0,0.0,2.0,2.0
4017,pasteurisateur,0.0,0.0,0.0,12.0,12.0
4018,conjuguer,0.0,0.0,0.0,4.0,4.0
4019,sidelsystème,0.0,0.0,0.0,4.0,4.0
4020,matérial,0.0,0.0,0.0,10.0,10.0
4021,recouvrir,0.0,0.0,0.0,1.0,1.0
4022,dégroupage,0.0,0.0,0.0,2.0,2.0
4023,répartition,0.0,0.0,0.0,4.0,4.0
4024,couloir,0.0,0.0,0.0,7.0,7.0
4025,conçus,0.0,0.0,0.0,2.0,2.0
4026,sidelencaissage,0.0,0.0,0.0,4.0,4.0
4027,répons,0.0,0.0,0.0,2.0,2.0
4028,latérale,0.0,0.0,0.0,1.0,1.0
4029,réper,0.0,0.0,0.0,1.0,1.0
4030,offron,0.0,0.0,0.0,1.0,1.0
4031,sidelpalettisation,0.0,0.0,0.0,2.0,2.0
4032,vitesser,0.0,0.0,0.0,1.0,1.0
4033,tco,0.0,0.0,0.0,28.0,28.0
4034,incroyablement,0.0,0.0,0.0,1.0,1.0
4035,portiqu,0.0,0.0,0.0,1.0,1.0
4036,intralogistiqu,0.0,0.0,0.0,6.0,6.0
4037,autoguider,0.0,0.0,0.0,1.0,1.0
4038,couvrir,0.0,0.0,0.0,5.0,5.0
4039,frontal,0.0,0.0,0.0,1.0,1.0
4040,longeron,0.0,0.0,0.0,1.0,1.0
4041,étroit,0.0,0.0,0.0,7.0,7.0
4042,sideleau,0.0,0.0,0.0,2.0,2.0
4043,embouteiller,0.0,0.0,0.0,27.0,27.0
4044,impact,0.0,0.0,0.0,14.0,14.0
4045,accrocheur,0.0,0.0,0.0,2.0,2.0
4046,robinet,0.0,0.0,0.0,1.0,1.0
4047,parfair,0.0,0.0,0.0,3.0,3.0
4048,rightweight,0.0,0.0,0.0,8.0,8.0
4049,souhaitiez,0.0,0.0,0.0,1.0,1.0
4050,pétillant,0.0,0.0,0.0,3.0,3.0
4051,sideljus,0.0,0.0,0.0,2.0,2.0
4052,origine,0.0,0.0,0.0,20.0,20.0
4053,mod,0.0,0.0,0.0,1.0,1.0
4054,urbanisation,0.0,0.0,0.0,2.0,2.0
4055,galoper,0.0,0.0,0.0,1.0,1.0
4056,infrastructure,0.0,0.0,0.0,1.0,1.0
4057,léger,0.0,0.0,0.0,19.0,19.0
4058,enthousiasmant,0.0,0.0,0.0,1.0,1.0
4059,saveur,0.0,0.0,0.0,2.0,2.0
4060,contamination,0.0,0.0,0.0,5.0,5.0
4061,microbien,0.0,0.0,0.0,1.0,1.0
4062,bactérie,0.0,0.0,0.0,1.0,1.0
4063,agent,0.0,0.0,0.0,2.0,2.0
4064,conservateur,0.0,0.0,0.0,4.0,4.0
4065,additif,0.0,0.0,0.0,1.0,1.0
4066,aciditer,0.0,0.0,0.0,3.0,3.0
4067,pulpe,0.0,0.0,0.0,2.0,2.0
4068,particul,0.0,0.0,0.0,2.0,2.0
4069,étroite,0.0,0.0,0.0,6.0,6.0
4070,recours,0.0,0.0,0.0,4.0,4.0
4071,sidelproduit,0.0,0.0,0.0,4.0,4.0
4072,varient,0.0,0.0,0.0,1.0,1.0
4073,socioculturel,0.0,0.0,0.0,1.0,1.0
4074,hauss,0.0,0.0,0.0,2.0,2.0
4075,accroissement,0.0,0.0,0.0,3.0,3.0
4076,démographique,0.0,0.0,0.0,1.0,1.0
4077,yaourts,0.0,0.0,0.0,1.0,1.0
4078,bouteiller,0.0,0.0,0.0,19.0,19.0
4079,barrièr,0.0,0.0,0.0,13.0,13.0
4080,préserve,0.0,0.0,0.0,1.0,1.0
4081,fraîcheur,0.0,0.0,0.0,2.0,2.0
4082,teneur,0.0,0.0,0.0,3.0,3.0
4083,vitamine,0.0,0.0,0.0,3.0,3.0
4084,phas,0.0,0.0,0.0,3.0,3.0
4085,expédition,0.0,0.0,0.0,3.0,3.0
4086,tartiner,0.0,0.0,0.0,1.0,1.0
4087,fardelage,0.0,0.0,0.0,7.0,7.0
4088,sidelboisson,0.0,0.0,0.0,2.0,2.0
4089,surclasser,0.0,0.0,0.0,1.0,1.0
4090,calorique,0.0,0.0,0.0,1.0,1.0
4091,soigneusement,0.0,0.0,0.0,3.0,3.0
4092,sidelbière,0.0,0.0,0.0,2.0,2.0
4093,cours,0.0,0.0,0.0,11.0,11.0
4094,révolutionnaire,0.0,0.0,0.0,9.0,9.0
4095,engagemer,0.0,0.0,0.0,5.0,5.0
4096,sidelvin,0.0,0.0,0.0,2.0,2.0
4097,sidelsecteur,0.0,0.0,0.0,2.0,2.0
4098,soluter,0.0,0.0,0.0,1.0,1.0
4099,opérationnalité,0.0,0.0,0.0,2.0,2.0
4100,tendance,0.0,0.0,0.0,8.0,8.0
4101,vente,0.0,0.0,0.0,2.0,2.0
4102,assaisonnement,0.0,0.0,0.0,1.0,1.0
4103,source,0.0,0.0,0.0,6.0,6.0
4104,emblée,0.0,0.0,0.0,1.0,1.0
4105,maison,0.0,0.0,0.0,13.0,13.0
4106,corp,0.0,0.0,0.0,11.0,11.0
4107,connaisson,0.0,0.0,0.0,1.0,1.0
4108,défis,0.0,0.0,0.0,1.0,1.0
4109,capillaire,0.0,0.0,0.0,1.0,1.0
4110,peau,0.0,0.0,0.0,1.0,1.0
4111,vaisselle,0.0,0.0,0.0,1.0,1.0
4112,ménager,0.0,0.0,0.0,1.0,1.0
4113,ling,0.0,0.0,0.0,1.0,1.0
4114,différencier,0.0,0.0,0.0,14.0,14.0
4115,sidelpet,0.0,0.0,0.0,1.0,1.0
4116,sidelcannette,0.0,0.0,0.0,1.0,1.0
4117,sidelverre,0.0,0.0,0.0,1.0,1.0
4118,sidelautre,0.0,0.0,0.0,1.0,1.0
4119,sideletuis,0.0,0.0,0.0,1.0,1.0
4120,sidelsachet,0.0,0.0,0.0,1.0,1.0
4121,sidelbocal,0.0,0.0,0.0,1.0,1.0
4122,métallique,0.0,0.0,0.0,3.0,3.0
4123,sidelcaisse,0.0,0.0,0.0,1.0,1.0
4124,sidelpack,0.0,0.0,0.0,1.0,1.0
4125,sidelbarquette,0.0,0.0,0.0,1.0,1.0
4126,sidelemballage,0.0,0.0,0.0,1.0,1.0
4127,sidelintégration,0.0,0.0,0.0,1.0,1.0
4128,conventionnel,0.0,0.0,0.0,1.0,1.0
4129,pluridisciplinaire,0.0,0.0,0.0,2.0,2.0
4130,mecaniqueservice,0.0,0.0,0.0,1.0,1.0
4131,livrable,0.0,0.0,0.0,1.0,1.0
4132,control,0.0,0.0,0.0,4.0,4.0
4133,automatisationconception,0.0,0.0,0.0,1.0,1.0
4134,modernisation,0.0,0.0,0.0,1.0,1.0
4135,description,0.0,0.0,0.0,2.0,2.0
4136,ihmconception,0.0,0.0,0.0,1.0,1.0
4137,hliconception,0.0,0.0,0.0,1.0,1.0
4138,logistic,0.0,0.0,0.0,2.0,2.0
4139,systemtop,0.0,0.0,0.0,1.0,1.0
4140,execution,0.0,0.0,0.0,2.0,2.0
4141,gestiontop,0.0,0.0,0.0,1.0,1.0
4142,projetfourniture,0.0,0.0,0.0,1.0,1.0
4143,sidelsolution,0.0,0.0,0.0,2.0,2.0
4144,attachon,0.0,0.0,0.0,1.0,1.0
4145,déployer,0.0,0.0,0.0,7.0,7.0
4146,appliquer,0.0,0.0,0.0,13.0,13.0
4147,structurel,0.0,0.0,0.0,2.0,2.0
4148,architectural,0.0,0.0,0.0,1.0,1.0
4149,civil,0.0,0.0,0.0,2.0,2.0
4150,entrepôts,0.0,0.0,0.0,5.0,5.0
4151,favorison,0.0,0.0,0.0,1.0,1.0
4152,utilité,0.0,0.0,0.0,2.0,2.0
4153,simultanément,0.0,0.0,0.0,2.0,2.0
4154,considérer,0.0,0.0,0.0,3.0,3.0
4155,échoir,0.0,0.0,0.0,2.0,2.0
4156,utiliter,0.0,0.0,0.0,2.0,2.0
4157,échell,0.0,0.0,0.0,1.0,1.0
4158,engineering,0.0,0.0,0.0,8.0,8.0
4159,ingénieri,0.0,0.0,0.0,2.0,2.0
4160,électriqueconception,0.0,0.0,0.0,1.0,1.0
4161,commandebon,0.0,0.0,0.0,1.0,1.0
4162,dimensionnemer,0.0,0.0,0.0,1.0,1.0
4163,approch,0.0,0.0,0.0,1.0,1.0
4164,clair,0.0,0.0,0.0,5.0,5.0
4165,commandetou,0.0,0.0,0.0,1.0,1.0
4166,marche,0.0,0.0,0.0,3.0,3.0
4167,équilibré,0.0,0.0,0.0,1.0,1.0
4168,lignesavoir,0.0,0.0,0.0,1.0,1.0
4169,équilibrer,0.0,0.0,0.0,1.0,1.0
4170,règle,0.0,0.0,0.0,3.0,3.0
4171,science,0.0,0.0,0.0,6.0,6.0
4172,automate,0.0,0.0,0.0,4.0,4.0
4173,hmiajustement,0.0,0.0,0.0,1.0,1.0
4174,oee,0.0,0.0,0.0,1.0,1.0
4175,équipementier,0.0,0.0,0.0,7.0,7.0
4176,sélectionner,0.0,0.0,0.0,5.0,5.0
4177,maîtris,0.0,0.0,0.0,2.0,2.0
4178,relocalisation,0.0,0.0,0.0,1.0,1.0
4179,conversion,0.0,0.0,0.0,14.0,14.0
4180,exigencer,0.0,0.0,0.0,1.0,1.0
4181,planification,0.0,0.0,0.0,3.0,3.0
4182,achatse,0.0,0.0,0.0,1.0,1.0
4183,procurer,0.0,0.0,0.0,1.0,1.0
4184,lignesmontage,0.0,0.0,0.0,1.0,1.0
4185,intégrésde,0.0,0.0,0.0,1.0,1.0
4186,sitepour,0.0,0.0,0.0,1.0,1.0
4187,piloter,0.0,0.0,0.0,1.0,1.0
4188,réagir,0.0,0.0,0.0,1.0,1.0
4189,sidelefficiency,0.0,0.0,0.0,1.0,1.0
4190,précieux,0.0,0.0,0.0,3.0,3.0
4191,marchésnotre,0.0,0.0,0.0,1.0,1.0
4192,overall,0.0,0.0,0.0,1.0,1.0
4193,equipment,0.0,0.0,0.0,4.0,4.0
4194,effectivenes,0.0,0.0,0.0,1.0,1.0
4195,tal,0.0,0.0,0.0,1.0,1.0
4196,synthétique,0.0,0.0,0.0,1.0,1.0
4197,éclairéesil,0.0,0.0,0.0,1.0,1.0
4198,indicateur,0.0,0.0,0.0,3.0,3.0
4199,pertinence,0.0,0.0,0.0,1.0,1.0
4200,superviser,0.0,0.0,0.0,3.0,3.0
4201,accruesle,0.0,0.0,0.0,1.0,1.0
4202,imprévu,0.0,0.0,0.0,3.0,3.0
4203,impacter,0.0,0.0,0.0,1.0,1.0
4204,supervisent,0.0,0.0,0.0,1.0,1.0
4205,étroitement,0.0,0.0,0.0,3.0,3.0
4206,profonder,0.0,0.0,0.0,1.0,1.0
4207,mesurer,0.0,0.0,0.0,2.0,2.0
4208,agissez,0.0,0.0,0.0,1.0,1.0
4209,constater,0.0,0.0,0.0,6.0,6.0
4210,initiative,0.0,0.0,0.0,9.0,9.0
4211,sidelsidel,0.0,0.0,0.0,17.0,17.0
4212,online,0.0,0.0,0.0,9.0,9.0
4213,sso,0.0,0.0,0.0,5.0,5.0
4214,clic,0.0,0.0,0.0,5.0,5.0
4215,langue,0.0,0.0,0.0,1.0,1.0
4216,parcourir,0.0,0.0,0.0,2.0,2.0
4217,nomenclature,0.0,0.0,0.0,3.0,3.0
4218,section,0.0,0.0,0.0,2.0,2.0
4219,comptenouvel,0.0,0.0,0.0,1.0,1.0
4220,utilisateuren,0.0,0.0,0.0,1.0,1.0
4221,administrator,0.0,0.0,0.0,1.0,1.0
4222,termesur,0.0,0.0,0.0,1.0,1.0
4223,fournisson,0.0,0.0,0.0,2.0,2.0
4224,anticiper,0.0,0.0,0.0,4.0,4.0
4225,télécharger,0.0,0.0,0.0,9.0,9.0
4226,questionnair,0.0,0.0,0.0,2.0,2.0
4227,ressentir,0.0,0.0,0.0,1.0,1.0
4228,account,0.0,0.0,0.0,20.0,20.0
4229,sidelpièce,0.0,0.0,0.0,1.0,1.0
4230,rechang,0.0,0.0,0.0,2.0,2.0
4231,critèr,0.0,0.0,0.0,1.0,1.0
4232,fonctionnent,0.0,0.0,0.0,1.0,1.0
4233,soyezchez,0.0,0.0,0.0,1.0,1.0
4234,partout,0.0,0.0,0.0,4.0,4.0
4235,raccourcir,0.0,0.0,0.0,1.0,1.0
4236,productionquel,0.0,0.0,0.0,1.0,1.0
4237,âge,0.0,0.0,0.0,1.0,1.0
4238,obsolète,0.0,0.0,0.0,1.0,1.0
4239,onlin,0.0,0.0,0.0,2.0,2.0
4240,commandez,0.0,0.0,0.0,1.0,1.0
4241,équivaloir,0.0,0.0,0.0,1.0,1.0
4242,systématiquement,0.0,0.0,0.0,1.0,1.0
4243,niveal,0.0,0.0,0.0,3.0,3.0
4244,rigoureusement,0.0,0.0,0.0,1.0,1.0
4245,spécification,0.0,0.0,0.0,7.0,7.0
4246,simulation,0.0,0.0,0.0,4.0,4.0
4247,qualifier,0.0,0.0,0.0,3.0,3.0
4248,fournie,0.0,0.0,0.0,3.0,3.0
4249,our,0.0,0.0,0.0,27.0,27.0
4250,dedicated,0.0,0.0,0.0,1.0,1.0
4251,teams,0.0,0.0,0.0,1.0,1.0
4252,assess,0.0,0.0,0.0,1.0,1.0
4253,review,0.0,0.0,0.0,1.0,1.0
4254,qualify,0.0,0.0,0.0,1.0,1.0
4255,daily,0.0,0.0,0.0,1.0,1.0
4256,performing,0.0,0.0,0.0,1.0,1.0
4257,quality,0.0,0.0,0.0,1.0,1.0
4258,product,0.0,0.0,0.0,7.0,7.0
4259,care,0.0,0.0,0.0,2.0,2.0
4260,technical,0.0,0.0,0.0,3.0,3.0
4261,analysis,0.0,0.0,0.0,1.0,1.0
4262,we,0.0,0.0,0.0,3.0,3.0
4263,only,0.0,0.0,0.0,1.0,1.0
4264,the,0.0,0.0,0.0,30.0,30.0
4265,finest,0.0,0.0,0.0,1.0,1.0
4266,raw,0.0,0.0,0.0,1.0,1.0
4267,material,0.0,0.0,0.0,8.0,8.0
4268,for,0.0,0.0,0.0,17.0,17.0
4269,each,0.0,0.0,0.0,1.0,1.0
4270,requir,0.0,0.0,0.0,1.0,1.0
4271,same,0.0,0.0,0.0,1.0,1.0
4272,any,0.0,0.0,0.0,2.0,2.0
4273,all,0.0,0.0,0.0,3.0,3.0
4274,supplier,0.0,0.0,0.0,3.0,3.0
4275,with,0.0,0.0,0.0,11.0,11.0
4276,whom,0.0,0.0,0.0,1.0,1.0
4277,conduct,0.0,0.0,0.0,1.0,1.0
4278,sélectionnon,0.0,0.0,0.0,1.0,1.0
4279,exigeon,0.0,0.0,0.0,1.0,1.0
4280,adhérent,0.0,0.0,0.0,2.0,2.0
4281,sidellogistique,0.0,0.0,0.0,1.0,1.0
4282,sujet,0.0,0.0,0.0,3.0,3.0
4283,problèmer,0.0,0.0,0.0,1.0,1.0
4284,réactif,0.0,0.0,0.0,9.0,9.0
4285,idéalement,0.0,0.0,0.0,1.0,1.0
4286,aéroport,0.0,0.0,0.0,1.0,1.0
4287,fournitur,0.0,0.0,0.0,1.0,1.0
4288,nuire,0.0,0.0,0.0,2.0,2.0
4289,week,0.0,0.0,0.0,1.0,1.0
4290,end,0.0,0.0,0.0,14.0,14.0
4291,sidelaudit,0.0,0.0,0.0,2.0,2.0
4292,eco,0.0,0.0,0.0,4.0,4.0
4293,goulot,0.0,0.0,0.0,1.0,1.0
4294,étranglement,0.0,0.0,0.0,1.0,1.0
4295,ligneno,0.0,0.0,0.0,1.0,1.0
4296,observation,0.0,0.0,0.0,2.0,2.0
4297,qualitatif,0.0,0.0,0.0,2.0,2.0
4298,quantitatives,0.0,0.0,0.0,1.0,1.0
4299,suggérer,0.0,0.0,0.0,2.0,2.0
4300,téléchargerobjectif,0.0,0.0,0.0,1.0,1.0
4301,cass,0.0,0.0,0.0,1.0,1.0
4302,motif,0.0,0.0,0.0,5.0,5.0
4303,emballager,0.0,0.0,0.0,9.0,9.0
4304,optionslivrable,0.0,0.0,0.0,1.0,1.0
4305,anticipez,0.0,0.0,0.0,1.0,1.0
4306,productionprincip,0.0,0.0,0.0,1.0,1.0
4307,prioritésméthod,0.0,0.0,0.0,1.0,1.0
4308,optionslivrabl,0.0,0.0,0.0,8.0,8.0
4309,avecle,0.0,0.0,0.0,1.0,1.0
4310,estimer,0.0,0.0,0.0,3.0,3.0
4311,efficacesprincipe,0.0,0.0,0.0,1.0,1.0
4312,inspecter,0.0,0.0,0.0,1.0,1.0
4313,ajustez,0.0,0.0,0.0,1.0,1.0
4314,performancesméthode,0.0,0.0,0.0,1.0,1.0
4315,debrief,0.0,0.0,0.0,1.0,1.0
4316,commentair,0.0,0.0,0.0,1.0,1.0
4317,urgentsvos,0.0,0.0,0.0,1.0,1.0
4318,ligneprincipe,0.0,0.0,0.0,1.0,1.0
4319,ligneméthod,0.0,0.0,0.0,1.0,1.0
4320,mortsvo,0.0,0.0,0.0,1.0,1.0
4321,eitprincipe,0.0,0.0,0.0,1.0,1.0
4322,eitméthode,0.0,0.0,0.0,1.0,1.0
4323,avantagesbut,0.0,0.0,0.0,2.0,2.0
4324,rendementprincipe,0.0,0.0,0.0,1.0,1.0
4325,théorique,0.0,0.0,0.0,1.0,1.0
4326,document,0.0,0.0,0.0,4.0,4.0
4327,implantationméthod,0.0,0.0,0.0,1.0,1.0
4328,stockprincipe,0.0,0.0,0.0,1.0,1.0
4329,simulationsméthod,0.0,0.0,0.0,1.0,1.0
4330,proposéesvos,0.0,0.0,0.0,1.0,1.0
4331,classez,0.0,0.0,0.0,1.0,1.0
4332,déterminez,0.0,0.0,0.0,2.0,2.0
4333,endiguerprincipe,0.0,0.0,0.0,1.0,1.0
4334,économiesméthod,0.0,0.0,0.0,1.0,1.0
4335,productionprincipe,0.0,0.0,0.0,1.0,1.0
4336,conjugue,0.0,0.0,0.0,3.0,3.0
4337,écologiquesméthode,0.0,0.0,0.0,1.0,1.0
4338,prioriser,0.0,0.0,0.0,1.0,1.0
4339,performancesvo,0.0,0.0,0.0,1.0,1.0
4340,sidelcontrat,0.0,0.0,0.0,1.0,1.0
4341,essentielle,0.0,0.0,0.0,1.0,1.0
4342,planifier,0.0,0.0,0.0,2.0,2.0
4343,optimisez,0.0,0.0,0.0,2.0,2.0
4344,futurs,0.0,0.0,0.0,1.0,1.0
4345,fournisseurnos,0.0,0.0,0.0,1.0,1.0
4346,formule,0.0,0.0,0.0,1.0,1.0
4347,tim,0.0,0.0,0.0,3.0,3.0
4348,attitré,0.0,0.0,0.0,1.0,1.0
4349,calendrier,0.0,0.0,0.0,2.0,2.0
4350,définis,0.0,0.0,0.0,2.0,2.0
4351,conditionnel,0.0,0.0,0.0,1.0,1.0
4352,fixed,0.0,0.0,0.0,2.0,2.0
4353,price,0.0,0.0,0.0,2.0,2.0
4354,limitez,0.0,0.0,0.0,1.0,1.0
4355,réparation,0.0,0.0,0.0,2.0,2.0
4356,dépannage,0.0,0.0,0.0,4.0,4.0
4357,mro,0.0,0.0,0.0,1.0,1.0
4358,révision,0.0,0.0,0.0,2.0,2.0
4359,sidelsupport,0.0,0.0,0.0,1.0,1.0
4360,distanc,0.0,0.0,0.0,2.0,2.0
4361,abolir,0.0,0.0,0.0,1.0,1.0
4362,lunette,0.0,0.0,0.0,1.0,1.0
4363,visuel,0.0,0.0,0.0,3.0,3.0
4364,efficacer,0.0,0.0,0.0,1.0,1.0
4365,résolution,0.0,0.0,0.0,3.0,3.0
4366,précise,0.0,0.0,0.0,3.0,3.0
4367,posez,0.0,0.0,0.0,1.0,1.0
4368,nuit,0.0,0.0,0.0,1.0,1.0
4369,approfondir,0.0,0.0,0.0,3.0,3.0
4370,fse,0.0,0.0,0.0,3.0,3.0
4371,sidelconversion,0.0,0.0,0.0,1.0,1.0
4372,identique,0.0,0.0,0.0,3.0,3.0
4373,excellence,0.0,0.0,0.0,3.0,3.0
4374,performantlorsqu,0.0,0.0,0.0,1.0,1.0
4375,convertir,0.0,0.0,0.0,3.0,3.0
4376,designs,0.0,0.0,0.0,5.0,5.0
4377,sidelmoule,0.0,0.0,0.0,1.0,1.0
