,Words,Unista,JYGA,MG_Tech,Sidel,Total
3369,coup,0.0,0.0,1.0,0.0,1.0
3370,future,0.0,0.0,1.0,1.0,2.0
3371,home,0.0,0.0,1.0,1.0,2.0
3372,centralis,0.0,0.0,1.0,0.0,1.0
3373,moduleoptimover,0.0,0.0,1.0,0.0,1.0
3374,génération,0.0,0.0,1.0,16.0,17.0
3375,commercialiser,0.0,0.0,1.0,9.0,10.0
3376,améliorent,0.0,0.0,1.0,0.0,1.0
3377,formon,0.0,0.0,1.0,0.0,1.0
3378,vlogistiqu,0.0,0.0,1.0,0.0,1.0
3379,hospitalier,0.0,0.0,4.0,1.0,5.0
3380,automobile,0.0,0.0,4.0,1.0,5.0
3381,attelag,0.0,0.0,1.0,0.0,1.0
3382,coupling,0.0,0.0,1.0,0.0,1.0
3383,pin,0.0,0.0,1.0,0.0,1.0
3384,roue,0.0,0.0,4.0,0.0,4.0
3385,bandage,0.0,0.0,1.0,0.0,1.0
3386,tacher,0.0,0.0,1.0,0.0,1.0
3387,acier,0.0,0.0,8.0,1.0,9.0
3388,inoxydable,0.0,0.0,6.0,1.0,7.0
3389,rajoute,0.0,0.0,1.0,0.0,1.0
3390,près,0.0,0.0,2.0,5.0,7.0
3391,roulant,0.0,0.0,1.0,0.0,1.0
3392,mathilde,0.0,0.0,2.0,0.0,2.0
3393,derouet,0.0,0.0,2.0,0.0,2.0
3394,télmilligramme,0.0,0.0,1.0,0.0,1.0
3395,charles,0.0,0.0,6.0,0.0,6.0
3396,girault,0.0,0.0,4.0,0.0,4.0
3397,developer,0.0,0.0,3.0,0.0,3.0
3398,nomination,0.0,0.0,1.0,1.0,2.0
3399,fête,0.0,0.0,1.0,0.0,1.0
3400,devenir,0.0,0.0,1.0,8.0,9.0
3401,export,0.0,0.0,2.0,0.0,2.0
3402,affiche,0.0,0.0,1.0,0.0,1.0
3403,label,0.0,0.0,2.0,2.0,4.0
3404,us,0.0,0.0,1.0,1.0,2.0
3405,usag,0.0,0.0,1.0,0.0,1.0
3406,exceptionnel,0.0,0.0,1.0,16.0,17.0
3407,positionnemer,0.0,0.0,1.0,0.0,1.0
3408,ambition,0.0,0.0,1.0,5.0,6.0
3409,initier,0.0,0.0,1.0,0.0,1.0
3410,conviction,0.0,0.0,1.0,0.0,1.0
3411,nul,0.0,0.0,1.0,2.0,3.0
3412,doute,0.0,0.0,1.0,4.0,5.0
3413,laurent,0.0,0.0,1.0,2.0,3.0
3414,morazin,0.0,0.0,1.0,0.0,1.0
3415,venter,0.0,0.0,2.0,5.0,7.0
3416,réussit,0.0,0.0,1.0,1.0,2.0
3417,conclut,0.0,0.0,1.0,8.0,9.0
3418,télrse,0.0,0.0,1.0,0.0,1.0
3419,économiquement,0.0,0.0,1.0,0.0,1.0
3420,socialement,0.0,0.0,1.0,0.0,1.0
3421,équitable,0.0,0.0,1.0,0.0,1.0
3422,écologiquement,0.0,0.0,1.0,1.0,2.0
3423,concréter,0.0,0.0,1.0,0.0,1.0
3424,commençon,0.0,0.0,1.0,0.0,1.0
3425,commencement,0.0,0.0,1.0,0.0,1.0
3426,définisson,0.0,0.0,1.0,0.0,1.0
3427,rse,0.0,0.0,3.0,0.0,3.0
3428,dirais,0.0,0.0,1.0,0.0,1.0
3429,socl,0.0,0.0,1.0,0.0,1.0
3430,évidence,0.0,0.0,2.0,4.0,6.0
3431,rs,0.0,0.0,2.0,0.0,2.0
3432,impulser,0.0,0.0,1.0,0.0,1.0
3433,affaire,0.0,0.0,3.0,5.0,8.0
3434,connaissent,0.0,0.0,1.0,0.0,1.0
3435,affirment,0.0,0.0,1.0,0.0,1.0
3436,pratiquer,0.0,0.0,1.0,0.0,1.0
3437,acheteur,0.0,0.0,1.0,0.0,1.0
3438,indique,0.0,0.0,1.0,1.0,2.0
3439,majorité,0.0,0.0,1.0,3.0,4.0
3440,situent,0.0,0.0,1.0,0.0,1.0
3441,kilomètre,0.0,0.0,1.0,1.0,2.0
3442,empreindre,0.0,0.0,1.0,26.0,27.0
3443,val,0.0,0.0,4.0,0.0,4.0
3444,izé,0.0,0.0,4.0,0.0,4.0
3445,lieu,0.0,0.0,2.0,10.0,12.0
3446,jeter,0.0,0.0,1.0,0.0,1.0
3447,ider,0.0,0.0,1.0,0.0,1.0
3448,champtocé,0.0,0.0,1.0,0.0,1.0
3449,extension,0.0,0.0,1.0,0.0,1.0
3450,chapell,0.0,0.0,3.0,0.0,3.0
3451,achard,0.0,0.0,2.0,0.0,2.0
3452,bâtimer,0.0,0.0,2.0,0.0,2.0
3453,extinction,0.0,0.0,1.0,0.0,1.0
3454,lumière,0.0,0.0,1.0,2.0,3.0
3455,détecteur,0.0,0.0,1.0,0.0,1.0
3456,récent,0.0,0.0,1.0,6.0,7.0
3457,rénover,0.0,0.0,1.0,1.0,2.0
3458,thermique,0.0,0.0,1.0,11.0,12.0
3459,déperdition,0.0,0.0,1.0,0.0,1.0
3460,tri,0.0,0.0,2.0,2.0,4.0
3461,déchet,0.0,0.0,1.0,3.0,4.0
3462,améliore,0.0,0.0,1.0,4.0,5.0
3463,epi,0.0,0.0,1.0,0.0,1.0
3464,chaussure,0.0,0.0,1.0,0.0,1.0
3465,oreill,0.0,0.0,1.0,0.0,1.0
3466,participation,0.0,0.0,1.0,0.0,1.0
3467,évènement,0.0,0.0,1.0,0.0,1.0
3468,sportif,0.0,0.0,1.0,0.0,1.0
3469,association,0.0,0.0,1.0,16.0,17.0
3470,recour,0.0,0.0,1.0,1.0,2.0
3471,esat,0.0,0.0,1.0,0.0,1.0
3472,etablissemer,0.0,0.0,1.0,0.0,1.0
3473,nettoyage,0.0,0.0,1.0,17.0,18.0
3474,vitre,0.0,0.0,1.0,0.0,1.0
3475,accélèr,0.0,0.0,1.0,0.0,1.0
3476,réinsertion,0.0,0.0,1.0,0.0,1.0
3477,loin,0.0,0.0,1.0,1.0,2.0
3478,exhaustif,0.0,0.0,1.0,6.0,7.0
3479,tient,0.0,0.0,1.0,2.0,3.0
3480,perdurer,0.0,0.0,1.0,0.0,1.0
3481,grandirencaissage,0.0,0.0,1.0,0.0,1.0
3482,icimétier,0.0,0.0,1.0,0.0,1.0
3483,oeuvrer,0.0,0.0,1.0,0.0,1.0
3484,but,0.0,0.0,2.0,4.0,6.0
3485,interfac,0.0,0.0,1.0,5.0,6.0
3486,volonté,0.0,0.0,3.0,3.0,6.0
3487,pierr,0.0,0.0,1.0,0.0,1.0
3488,alexandre,0.0,0.0,1.0,0.0,1.0
3489,primordial,0.0,0.0,1.0,12.0,13.0
3490,échange,0.0,0.0,1.0,1.0,2.0
3491,constructif,0.0,0.0,1.0,0.0,1.0
3492,collègue,0.0,0.0,2.0,1.0,3.0
3493,atout,0.0,0.0,1.0,19.0,20.0
3494,steve,0.0,0.0,1.0,0.0,1.0
3495,calculer,0.0,0.0,1.0,0.0,1.0
3496,dimensionner,0.0,0.0,1.0,0.0,1.0
3497,formaliser,0.0,0.0,1.0,0.0,1.0
3498,pann,0.0,0.0,2.0,2.0,4.0
3499,infrarouge,0.0,0.0,1.0,0.0,1.0
3500,pascal,0.0,0.0,1.0,1.0,2.0
3501,bea,0.0,0.0,1.0,0.0,1.0
3502,monteur,0.0,0.0,2.0,0.0,2.0
3503,metteur,0.0,0.0,2.0,0.0,2.0
3504,garer,0.0,0.0,1.0,0.0,1.0
3505,esser,0.0,0.0,1.0,5.0,6.0
3506,univer,0.0,0.0,1.0,0.0,1.0
3507,presque,0.0,0.0,1.0,2.0,3.0
3508,proposition,0.0,0.0,1.0,5.0,6.0
3509,fabien,0.0,0.0,1.0,0.0,1.0
3510,mécanicien,0.0,0.0,1.0,0.0,1.0
3511,prédictif,0.0,0.0,1.0,1.0,2.0
3512,retrofit,0.0,0.0,2.0,0.0,2.0
3513,géron,0.0,0.0,1.0,1.0,2.0
3514,challenge,0.0,0.0,2.0,1.0,3.0
3515,appréciable,0.0,0.0,2.0,0.0,2.0
3516,confronter,0.0,0.0,1.0,0.0,1.0
3517,françois,0.0,0.0,1.0,2.0,3.0
3518,industrialisation,0.0,0.0,5.0,0.0,5.0
3519,dénominateur,0.0,0.0,1.0,0.0,1.0
3520,chance,0.0,0.0,2.0,0.0,2.0
3521,manager,0.0,0.0,1.0,33.0,34.0
3522,sereinement,0.0,0.0,1.0,1.0,2.0
3523,transverse,0.0,0.0,1.0,0.0,1.0
3524,simon,0.0,0.0,1.0,0.0,1.0
3525,chef,0.0,0.0,2.0,2.0,4.0
3526,comptabilité,0.0,0.0,1.0,0.0,1.0
3527,finance,0.0,0.0,1.0,4.0,5.0
3528,marketing,0.0,0.0,2.0,13.0,15.0
3529,administration,0.0,0.0,1.0,1.0,2.0
3530,activiter,0.0,0.0,1.0,1.0,2.0
3531,opportuniter,0.0,0.0,1.0,17.0,18.0
3532,enrichissanttémoignage,0.0,0.0,1.0,0.0,1.0
3533,témoigner,0.0,0.0,1.0,0.0,1.0
3534,consultez,0.0,0.0,2.0,0.0,2.0
3535,postulez,0.0,0.0,1.0,0.0,1.0
3536,alternance,0.0,0.0,1.0,0.0,1.0
3537,diplôme,0.0,0.0,1.0,3.0,4.0
3538,généraliste,0.0,0.0,1.0,0.0,1.0
3539,géni,0.0,0.0,1.0,1.0,2.0
3540,ecam,0.0,0.0,1.0,0.0,1.0
3541,renn,0.0,0.0,1.0,0.0,1.0
3542,louis,0.0,0.0,1.0,0.0,1.0
3543,broglie,0.0,0.0,1.0,0.0,1.0
3544,élargissemer,0.0,0.0,1.0,0.0,1.0
3545,cdi,0.0,0.0,1.0,0.0,1.0
3546,ambianc,0.0,0.0,1.0,0.0,1.0
3547,entretenir,0.0,0.0,1.0,3.0,4.0
3548,etude,0.0,0.0,1.0,2.0,3.0
3549,bem,0.0,0.0,3.0,0.0,3.0
3550,époque,0.0,0.0,1.0,3.0,4.0
3551,seulement,0.0,0.0,1.0,22.0,23.0
3552,emmanuel,0.0,0.0,2.0,0.0,2.0
3553,michaud,0.0,0.0,2.0,0.0,2.0
3554,consister,0.0,0.0,1.0,0.0,1.0
3555,cao,0.0,0.0,1.0,0.0,1.0
3556,promu,0.0,0.0,1.0,0.0,1.0
3557,management,0.0,0.0,1.0,9.0,10.0
3558,promouvoir,0.0,0.0,1.0,2.0,3.0
3559,externe,0.0,0.0,1.0,15.0,16.0
3560,énormément,0.0,0.0,1.0,0.0,1.0
3561,diversité,0.0,0.0,1.0,8.0,9.0
3562,performeroffrir,0.0,0.0,1.0,0.0,1.0
3563,construir,0.0,0.0,2.0,0.0,2.0
3564,postuler,0.0,0.0,2.0,0.0,2.0
3565,jobs,0.0,0.0,1.0,0.0,1.0
3566,projeteur,0.0,0.0,1.0,0.0,1.0
3567,techetuyeuse,0.0,0.0,1.0,0.0,1.0
3568,tub,0.0,0.0,1.0,0.0,1.0
3569,patte,0.0,0.0,1.0,0.0,1.0
3570,verrouillage,0.0,0.0,1.0,0.0,1.0
3571,parapharmaci,0.0,0.0,3.0,0.0,3.0
3572,lié,0.0,0.0,1.0,0.0,1.0
3573,cheminement,0.0,0.0,1.0,0.0,1.0
3574,qualiter,0.0,0.0,1.0,6.0,7.0
3575,arrière,0.0,0.0,5.0,0.0,5.0
3576,opcua,0.0,0.0,5.0,0.0,5.0
3577,accessibler,0.0,0.0,2.0,0.0,2.0
3578,permanence,0.0,0.0,4.0,7.0,11.0
3579,avalligne,0.0,0.0,1.0,0.0,1.0
3580,possibiliter,0.0,0.0,1.0,1.0,2.0
3581,déploiemer,0.0,0.0,1.0,5.0,6.0
3582,progressif,0.0,0.0,1.0,0.0,1.0
3583,fermeuse,0.0,0.0,1.0,0.0,1.0
3584,maitris,0.0,0.0,2.0,0.0,2.0
3585,avalpose,0.0,0.0,1.0,0.0,1.0
3586,operculée,0.0,0.0,1.0,0.0,1.0
3587,sucré,0.0,0.0,1.0,0.0,1.0
3588,avalformeus,0.0,0.0,1.0,0.0,1.0
3589,easybox,0.0,0.0,1.0,0.0,1.0
3590,easybo,0.0,0.0,2.0,0.0,2.0
3591,distingue,0.0,0.0,1.0,8.0,9.0
3592,architecture,0.0,0.0,1.0,2.0,3.0
3593,relevable,0.0,0.0,3.0,0.0,3.0
3594,retenir,0.0,0.0,3.0,0.0,3.0
3595,directionnel,0.0,0.0,3.0,0.0,3.0
3596,frein,0.0,0.0,3.0,0.0,3.0
3597,trémie,0.0,0.0,3.0,3.0,6.0
3598,balise,0.0,0.0,4.0,0.0,4.0
3599,verrine,0.0,0.0,3.0,0.0,3.0
3600,éclat,0.0,0.0,3.0,0.0,3.0
3601,stackbox,0.0,0.0,3.0,0.0,3.0
3602,couvercle,0.0,0.0,2.0,0.0,2.0
3603,parapharmacie,0.0,0.0,4.0,0.0,4.0
3604,confiturerie,0.0,0.0,2.0,0.0,2.0
3605,accèsformeus,0.0,0.0,3.0,0.0,3.0
3606,flexbox,0.0,0.0,3.0,0.0,3.0
3607,atypique,0.0,0.0,1.0,0.0,1.0
3608,modérer,0.0,0.0,1.0,0.0,1.0
3609,leanbox,0.0,0.0,3.0,0.0,3.0
3610,encombrant,0.0,0.0,1.0,0.0,1.0
3611,prévue,0.0,0.0,1.0,0.0,1.0
3612,laquer,0.0,0.0,1.0,0.0,1.0
3613,grise,0.0,0.0,1.0,0.0,1.0
3614,speedbox,0.0,0.0,4.0,0.0,4.0
3615,recommander,0.0,0.0,3.0,4.0,7.0
3616,démarqu,0.0,0.0,1.0,0.0,1.0
3617,évolutivité,0.0,0.0,1.0,1.0,2.0
3618,brushles,0.0,0.0,1.0,2.0,3.0
3619,gauche,0.0,0.0,1.0,0.0,1.0
3620,accèsencaisseuse,0.0,0.0,1.0,0.0,1.0
3621,convivial,0.0,0.0,2.0,1.0,3.0
3622,guid,0.0,0.0,2.0,3.0,5.0
3623,paramètr,0.0,0.0,3.0,5.0,8.0
3624,maximal,0.0,0.0,2.0,33.0,35.0
3625,gantry,0.0,0.0,2.0,0.0,2.0
3626,polyarticulés,0.0,0.0,2.0,0.0,2.0
3627,translation,0.0,0.0,2.0,0.0,2.0
3628,inclinaison,0.0,0.0,2.0,0.0,2.0
3629,mgtech,0.0,0.0,4.0,0.0,4.0
3630,aisément,0.0,0.0,2.0,0.0,2.0
3631,my,0.0,0.0,2.0,0.0,2.0
3632,modulo,0.0,0.0,1.0,0.0,1.0
3633,avalencaisseuse,0.0,0.0,1.0,0.0,1.0
3634,confiture,0.0,0.0,2.0,0.0,2.0
3635,rangemer,0.0,0.0,1.0,0.0,1.0
3636,séquencer,0.0,0.0,1.0,0.0,1.0
3637,conçu,0.0,0.0,1.0,0.0,1.0
3638,avalilot,0.0,0.0,1.0,0.0,1.0
3639,géométrie,0.0,0.0,1.0,0.0,1.0
3640,centre,0.0,0.0,1.0,16.0,17.0
3641,périphérie,0.0,0.0,1.0,0.0,1.0
3642,filmage,0.0,0.0,1.0,0.0,1.0
3643,navette,0.0,0.0,1.0,1.0,2.0
3644,avalcellul,0.0,0.0,1.0,0.0,1.0
3645,évolutive,0.0,0.0,1.0,0.0,1.0
3646,coli,0.0,0.0,1.0,2.0,3.0
3647,fragile,0.0,0.0,1.0,2.0,3.0
3648,dédiée,0.0,0.0,1.0,1.0,2.0
3649,juxtaposer,0.0,0.0,1.0,0.0,1.0
3650,avalcombiné,0.0,0.0,1.0,0.0,1.0
3651,cartérisation,0.0,0.0,1.0,0.0,1.0
3652,facilemer,0.0,0.0,1.0,1.0,2.0
3653,déplaçable,0.0,0.0,1.0,0.0,1.0
3654,transpalette,0.0,0.0,1.0,0.0,1.0
3655,avalpersonnalisez,0.0,0.0,1.0,0.0,1.0
3656,configurez,0.0,0.0,1.0,0.0,1.0
3657,projettransitiqu,0.0,0.0,1.0,0.0,1.0
3658,prolongement,0.0,0.0,2.0,0.0,2.0
3659,naturel,0.0,0.0,2.0,4.0,6.0
3660,amenon,0.0,0.0,1.0,0.0,1.0
3661,vides,0.0,0.0,1.0,0.0,1.0
3662,permettr,0.0,0.0,1.0,3.0,4.0
3663,entrave,0.0,0.0,1.0,1.0,2.0
3664,maîtriser,0.0,0.0,1.0,3.0,4.0
3665,particulariter,0.0,0.0,1.0,0.0,1.0
3666,bâtiments,0.0,0.0,1.0,0.0,1.0
3667,trajet,0.0,0.0,1.0,1.0,2.0
3668,éloigner,0.0,0.0,1.0,0.0,1.0
3669,pourron,0.0,0.0,1.0,2.0,3.0
3670,techtransitiqu,0.0,0.0,1.0,0.0,1.0
3671,extrêmer,0.0,0.0,1.0,3.0,4.0
3672,température,0.0,0.0,1.0,34.0,35.0
3673,original,0.0,0.0,1.0,4.0,5.0
3674,souplesse,0.0,0.0,1.0,0.0,1.0
3675,confiez,0.0,0.0,1.0,0.0,1.0
3676,chargeron,0.0,0.0,1.0,0.0,1.0
3677,idéalrobot,0.0,0.0,1.0,0.0,1.0
3678,evobot,0.0,0.0,4.0,0.0,4.0
3679,véhicule,0.0,0.0,1.0,1.0,2.0
3680,entrepôt,0.0,0.0,3.0,0.0,3.0
3681,aéronautique,0.0,0.0,3.0,0.0,3.0
3682,ferroviaire,0.0,0.0,3.0,0.0,3.0
3683,aérospatial,0.0,0.0,2.0,0.0,2.0
3684,flott,0.0,0.0,1.0,0.0,1.0
3685,wifi,0.0,0.0,1.0,0.0,1.0
3686,of,0.0,0.0,1.0,26.0,27.0
3687,tache,0.0,0.0,1.0,0.0,1.0
3688,redonne,0.0,0.0,1.0,0.0,1.0
3689,qvt,0.0,0.0,1.0,0.0,1.0
3690,ajouterrobot,0.0,0.0,1.0,0.0,1.0
3691,minibot,0.0,0.0,4.0,0.0,4.0
3692,vehicule,0.0,0.0,1.0,0.0,1.0
3693,fini,0.0,0.0,1.0,0.0,1.0
3694,aérospatialtracteur,0.0,0.0,1.0,0.0,1.0
3695,maniable,0.0,0.0,1.0,0.0,1.0
3696,émaner,0.0,0.0,1.0,0.0,1.0
3697,taillesite,0.0,0.0,1.0,0.0,1.0
3698,vendée,0.0,0.0,1.0,0.0,1.0
3699,sable,0.0,0.0,1.0,0.0,1.0
3700,olonn,0.0,0.0,1.0,0.0,1.0
3701,roche,0.0,0.0,1.0,0.0,1.0
3702,ner,0.0,0.0,1.0,0.0,1.0
3703,débuter,0.0,0.0,1.0,1.0,2.0
3704,alu,0.0,0.0,1.0,0.0,1.0
3705,bidirectionnel,0.0,0.0,1.0,0.0,1.0
3706,courbe,0.0,0.0,1.0,3.0,4.0
3707,ascenseur,0.0,0.0,1.0,0.0,1.0
3708,descendeur,0.0,0.0,1.0,0.0,1.0
3709,aménagement,0.0,0.0,1.0,1.0,2.0
3710,tmssite,0.0,0.0,1.0,0.0,1.0
3711,euraltech,0.0,0.0,1.0,0.0,1.0
3712,délocaliser,0.0,0.0,1.0,0.0,1.0
3713,m²,0.0,0.0,1.0,0.0,1.0
3714,cesser,0.0,0.0,1.0,0.0,1.0
3715,dizaine,0.0,0.0,2.0,1.0,3.0
3716,françaissite,0.0,0.0,1.0,0.0,1.0
3717,vitrer,0.0,0.0,1.0,0.0,1.0
3718,femme,0.0,0.0,1.0,2.0,3.0
3719,modélisation,0.0,0.0,1.0,1.0,2.0
3720,économe,0.0,0.0,1.0,4.0,5.0
3721,leanlog,0.0,0.0,1.0,0.0,1.0
3722,étoffer,0.0,0.0,1.0,0.0,1.0
3723,revendiqu,0.0,0.0,1.0,0.0,1.0
3724,fièremer,0.0,0.0,1.0,1.0,2.0
3725,françaisatelier,0.0,0.0,1.0,0.0,1.0
3726,béru,0.0,0.0,1.0,0.0,1.0
3727,berus,0.0,0.0,3.0,0.0,3.0
3728,alençon,0.0,0.0,1.0,0.0,1.0
3729,métal,0.0,0.0,1.0,1.0,2.0
3730,soudur,0.0,0.0,1.0,1.0,2.0
3731,finition,0.0,0.0,1.0,2.0,3.0
3732,prod,0.0,0.0,1.0,0.0,1.0
3733,transport,0.0,0.0,1.0,10.0,11.0
3734,techprotéger,0.0,0.0,1.0,0.0,1.0
3735,personneller,0.0,0.0,1.0,2.0,3.0
3736,prisent,0.0,0.0,0.0,1.0,1.0
3737,sidel,0.0,0.0,0.0,619.0,619.0
3738,sidelassistance,0.0,0.0,0.0,1.0,1.0
3739,distancesoyez,0.0,0.0,0.0,1.0,1.0
3740,changementoption,0.0,0.0,0.0,1.0,1.0
3741,ecosuper,0.0,0.0,0.0,1.0,1.0
3742,prochain,0.0,0.0,0.0,3.0,3.0
3743,événementtoujour,0.0,0.0,0.0,1.0,1.0
3744,carrière,0.0,0.0,0.0,12.0,12.0
3745,rôle,0.0,0.0,0.0,18.0,18.0
3746,jouer,0.0,0.0,0.0,11.0,11.0
3747,inégalé,0.0,0.0,0.0,3.0,3.0
3748,sidelligne,0.0,0.0,0.0,5.0,5.0
3749,gazeux,0.0,0.0,0.0,74.0,74.0
3750,inégaler,0.0,0.0,0.0,12.0,12.0
3751,considérablement,0.0,0.0,0.0,12.0,12.0
3752,durabilité,0.0,0.0,0.0,13.0,13.0
3753,multiplier,0.0,0.0,0.0,4.0,4.0
3754,besoinsle,0.0,0.0,0.0,1.0,1.0
3755,embouteillage,0.0,0.0,0.0,27.0,27.0
3756,attractivité,0.0,0.0,0.0,8.0,8.0
3757,rendemer,0.0,0.0,0.0,28.0,28.0
3758,aseptique,0.0,0.0,0.0,150.0,150.0
3759,méthode,0.0,0.0,0.0,7.0,7.0
3760,nectar,0.0,0.0,0.0,11.0,11.0
3761,alcooliser,0.0,0.0,0.0,28.0,28.0
3762,isotonique,0.0,0.0,0.0,15.0,15.0
3763,thé,0.0,0.0,0.0,13.0,13.0
3764,jnsdit,0.0,0.0,0.0,12.0,12.0
3765,outre,0.0,0.0,0.0,57.0,57.0
3766,respectivement,0.0,0.0,0.0,1.0,1.0
3767,préform,0.0,0.0,0.0,45.0,45.0
3768,besoinsune,0.0,0.0,0.0,3.0,3.0
3769,décision,0.0,0.0,0.0,16.0,16.0
3770,éclairer,0.0,0.0,0.0,2.0,2.0
3771,concerne,0.0,0.0,0.0,2.0,2.0
3772,vis,0.0,0.0,0.0,2.0,2.0
3773,recourir,0.0,0.0,0.0,8.0,8.0
3774,influencer,0.0,0.0,0.0,3.0,3.0
3775,viabilité,0.0,0.0,0.0,1.0,1.0
3776,profil,0.0,0.0,0.0,6.0,6.0
3777,scientifique,0.0,0.0,0.0,5.0,5.0
3778,transform,0.0,0.0,0.0,1.0,1.0
3779,préforme,0.0,0.0,0.0,6.0,6.0
3780,ultérieur,0.0,0.0,0.0,1.0,1.0
3781,aidon,0.0,0.0,0.0,3.0,3.0
3782,plaît,0.0,0.0,0.0,1.0,1.0
3783,consolide,0.0,0.0,0.0,1.0,1.0
3784,avantagesavec,0.0,0.0,0.0,1.0,1.0
3785,appuyer,0.0,0.0,0.0,34.0,34.0
3786,tetrer,0.0,0.0,0.0,4.0,4.0
3787,pak,0.0,0.0,0.0,14.0,14.0
3788,tpps,0.0,0.0,0.0,3.0,3.0
3789,inventeur,0.0,0.0,0.0,1.0,1.0
3790,privilégi,0.0,0.0,0.0,1.0,1.0
3791,norm,0.0,0.0,0.0,4.0,4.0
3792,optimisent,0.0,0.0,0.0,4.0,4.0
3793,avantagesla,0.0,0.0,0.0,1.0,1.0
3794,habituellement,0.0,0.0,0.0,3.0,3.0
3795,séparément,0.0,0.0,0.0,1.0,1.0
3796,stérile,0.0,0.0,0.0,6.0,6.0
3797,predi,0.0,0.0,0.0,46.0,46.0
3798,sidell,0.0,0.0,0.0,2.0,2.0
3799,combi,0.0,0.0,0.0,104.0,104.0
3800,sûr,0.0,0.0,0.0,13.0,13.0
3801,peroxyde,0.0,0.0,0.0,2.0,2.0
3802,hydrogène,0.0,0.0,0.0,3.0,3.0
3803,four,0.0,0.0,0.0,12.0,12.0
3804,chauffe,0.0,0.0,0.0,21.0,21.0
3805,log,0.0,0.0,0.0,1.0,1.0
3806,résidu,0.0,0.0,0.0,5.0,5.0
3807,minime,0.0,0.0,0.0,6.0,6.0
3808,mond,0.0,0.0,0.0,27.0,27.0
3809,exclusif,0.0,0.0,0.0,11.0,11.0
3810,stérilité,0.0,0.0,0.0,5.0,5.0
3811,compétitif,0.0,0.0,0.0,8.0,8.0
3812,synonyme,0.0,0.0,0.0,2.0,2.0
3813,possession,0.0,0.0,0.0,26.0,26.0
3814,sûre,0.0,0.0,0.0,14.0,14.0
3815,simpleproduction,0.0,0.0,0.0,1.0,1.0
3816,maximaleproduction,0.0,0.0,0.0,1.0,1.0
3817,durableen,0.0,0.0,0.0,1.0,1.0
3818,sensofill,0.0,0.0,0.0,7.0,7.0
3819,simpleune,0.0,0.0,0.0,1.0,1.0
3820,ultraperformanteéconomier,0.0,0.0,0.0,1.0,1.0
3821,durabilitéen,0.0,0.0,0.0,1.0,1.0
3822,arrive,0.0,0.0,0.0,2.0,2.0
3823,forger,0.0,0.0,0.0,2.0,2.0
3824,bobine,0.0,0.0,0.0,21.0,21.0
3825,manchon,0.0,0.0,0.0,20.0,20.0
3826,étiquetageétiquetage,0.0,0.0,0.0,1.0,1.0
3827,evodeco,0.0,0.0,0.0,17.0,17.0
3828,roll,0.0,0.0,0.0,10.0,10.0
3829,fedla,0.0,0.0,0.0,2.0,2.0
3830,fed,0.0,0.0,0.0,6.0,6.0
3831,rendement,0.0,0.0,0.0,52.0,52.0
3832,super,0.0,0.0,0.0,31.0,31.0
3833,bph,0.0,0.0,0.0,20.0,20.0
3834,renforcez,0.0,0.0,0.0,3.0,3.0
3835,ressourcesétiquetage,0.0,0.0,0.0,1.0,1.0
3836,manchonnage,0.0,0.0,0.0,7.0,7.0
3837,rollsleeveen,0.0,0.0,0.0,2.0,2.0
3838,rollsleeve,0.0,0.0,0.0,12.0,12.0
3839,concentrer,0.0,0.0,0.0,6.0,6.0
3840,consolider,0.0,0.0,0.0,4.0,4.0
3841,variation,0.0,0.0,0.0,7.0,7.0
3842,météorologique,0.0,0.0,0.0,2.0,2.0
3843,optiez,0.0,0.0,0.0,2.0,2.0
3844,imprimés,0.0,0.0,0.0,2.0,2.0
3845,emboîter,0.0,0.0,0.0,3.0,3.0
3846,envelopper,0.0,0.0,0.0,5.0,5.0
3847,douceur,0.0,0.0,0.0,4.0,4.0
3848,durabiliter,0.0,0.0,0.0,2.0,2.0
3849,schéma,0.0,0.0,0.0,7.0,7.0
3850,portefeuill,0.0,0.0,0.0,8.0,8.0
3851,voire,0.0,0.0,0.0,4.0,4.0
3852,relever,0.0,0.0,0.0,13.0,13.0
3853,servicesdédier,0.0,0.0,0.0,1.0,1.0
3854,performancesaméliorez,0.0,0.0,0.0,2.0,2.0
3855,performancesadaptez,0.0,0.0,0.0,1.0,1.0
3856,demandesdécouvrez,0.0,0.0,0.0,1.0,1.0
3857,portefeuille,0.0,0.0,0.0,12.0,12.0
3858,succès,0.0,0.0,0.0,17.0,17.0
3859,csd,0.0,0.0,0.0,13.0,13.0
3860,ressource,0.0,0.0,0.0,1.0,1.0
3861,inégaléer,0.0,0.0,0.0,2.0,2.0
3862,résistanc,0.0,0.0,0.0,11.0,11.0
3863,styl,0.0,0.0,0.0,1.0,1.0
3864,sidelremplissage,0.0,0.0,0.0,2.0,2.0
3865,matièr,0.0,0.0,0.0,7.0,7.0
3866,ther,0.0,0.0,0.0,13.0,13.0
3867,reston,0.0,0.0,0.0,1.0,1.0
3868,trente,0.0,0.0,0.0,2.0,2.0
3869,hr,0.0,0.0,0.0,9.0,9.0
3870,champ,0.0,0.0,0.0,5.0,5.0
3871,premiumisation,0.0,0.0,0.0,5.0,5.0
3872,revenusboostprime,0.0,0.0,0.0,1.0,1.0
3873,démultiplier,0.0,0.0,0.0,3.0,3.0
3874,opportunité,0.0,0.0,0.0,13.0,13.0
3875,transiger,0.0,0.0,0.0,17.0,17.0
3876,alcool,0.0,0.0,0.0,3.0,3.0
